User ID,Number of friends,College Education
1A0C53HG-E6YR-H47D-8MUD-3SV32LWM1K4W,162,Unknown
SKKNNZYS-488X-8DZD-7OR3-MM4BVSYV4P3C,80,Yes
FJPU8HMM-NRXO-6TO5-CVA5-5KAEYLLWG5Q5,0,No
ZZR7P9YK-ZBUT-0VGY-B93R-00NI6XM9CTPN,123,Yes
EIDXZHXV-7BJN-EQCR-YPDM-RWAEG73T0F8F,145,Yes
J0LDT4IT-P98S-W8LQ-7AQS-LX79Q53IOA52,116,Yes
9CGU21H3-LB1R-SQIF-8I67-NP2RLAX7ZK7D,148,Unknown
42K6R1BD-NREZ-OVFX-KGOG-9UL97DSCGKWI,122,Yes
W6K7L3IX-75PW-1LFQ-H4SH-0FSW0RITXD5U,0,No
4FFB4FIR-AZ0W-Q10I-ZP2J-FBLOWJIUBLSW,54,Unknown
BVWTMSFX-SLP9-DUNC-6QJI-X39XBRZM37U7,128,No
QK45ARZ5-S5UA-QUQ4-SN4P-XDVUFFDEOZNY,107,Yes
MX3VRQ8M-YAWI-XHY0-9219-MY1XKGW91T5Y,100,Yes
3ON78DP6-HG6F-PTOK-XL24-WGK1D1AB6FO6,111,Yes
JW1RSLLR-WTPN-O4KL-4EMQ-NVZCYOJ489MS,113,Yes
QAUQ8VDF-GML6-77AB-Z7D5-QWW4K3NXJ49J,166,No
HASZHL27-E5S2-9L3A-1SCH-YMQRV0BGRGR8,53,Unknown
4ALHIOZH-3O0I-HRSU-X8IV-U6YGA2Z08UG9,132,No
RAEQNGR4-3DC0-ZW9W-GAKL-YD9N7W8IJ4NG,129,Yes
WFD4E4SC-ZVSF-T11H-8MGN-KADLI6OAWP0R,,
VMXS6O9J-HGGW-ABY1-RTTN-Z5ITNVQOJDQ4,140,Yes
E5YJKO1K-7Z4I-4JST-Q767-UI6ILFWUKB3W,135,Yes
O75YRH4K-GRHS-9ERJ-UVKD-1DSX8HOBGK3H,100,No
KHJW3CY5-PO9R-6EOZ-8HIE-8YKD3TI7LX5G,164,Unknown
MFY39MR5-LKZN-A2F0-1YLK-3GG0D0GX2A4F,146,Unknown
VWEBVL01-8LN1-FS5Q-RK4Z-UJZNFJI3EIAH,112,No
MRZIP9DU-CI41-VK3O-6XAR-E8LSXMUP3WR1,128,Yes
TED6W9WM-AT4R-YY8F-20VQ-ZJJZIR0C0LCO,94,Unknown
JSSBIT22-F4SM-6ZCI-FRS3-BUPUE7ECO3XN,95,No
DD4GZBSK-BDFG-CA9E-I10V-ML22M85NFGJA,97,Yes
TIUPPBK8-PGHC-9V7J-9ENK-5GSS5OWYZW4F,0,Unknown
Z99EKPXP-BHBP-77XS-SK6W-8B1HZE2SKMXJ,105,Yes
2LW9EEZP-CLXU-S373-KYOE-4YQTGEYIF8TK,114,No
D60QOHBD-SP93-1TFS-OGJB-0TAD4AHKCJ5U,150,Yes
IUA2HRJF-V17L-O0W1-6JAV-BVV72PC76ZWY,0,Yes
Z7AQUZWH-1XZO-JMK7-7RBF-JCX1MPARXVCX,101,Unknown
VJEI3T5V-0YPG-P8CL-03SF-59WPCM3U265Y,102,Yes
50XPVZFA-UYJU-PHUW-V4BC-6XAO42LML0LF,0,Unknown
HSMN2YKL-TM9M-F5B3-UO8E-N4R8XWQ7AKBJ,147,No
5HUH7FB9-XBMG-ZK9W-1Y9Y-9GEOEXMZ7DOA,121,Yes
UQMQR4DQ-KPI3-TO90-GRGT-IWGKC4GRTK67,159,Unknown
N9O7D45S-BM3L-HI24-469E-M8PY7EDX8N92,136,Yes
O00STOT7-E2HC-2IEB-NUG8-Q4168FFWJYFN,0,Unknown
58DPS94S-LBA6-8AN5-MCQN-W2RPKJVZKJ3R,95,No
EUQQNJ5F-X73H-SQEW-1SNL-VN23JZHPRKQI,116,Yes
QV6X9JE6-UJW3-25EU-UZD5-AANF7S54WOCO,82,No
5D792UGJ-ZYFX-WKKB-PFVW-E9K3KJHSI4YL,113,Yes
NTY0YB5I-APGJ-MBRN-5AUF-OJAFDWIQVWPK,0,Unknown
98KD9XMK-IEQ1-VCB0-L6E9-LDEFJHG9EZZV,164,No
XD2XDYS5-DXLB-IYFW-6F1J-SWCKSWU125AJ,99,No
IGB2WVRM-T5SY-CD2K-AF86-75BG6DPRG3DL,104,Unknown
J605BFA1-N348-V4JW-O46E-23FWQZIFYDHO,0,Yes
1VDIHP0Y-5XXD-HT7V-UXDJ-X51IG94TZMC8,89,No
E5Y7CC85-T1I8-8VF5-M5Y8-TTUW3YRAKOV5,0,No
UK3SCI2S-HZ2Z-JB3C-MPOC-DUY5IQBPZYB5,82,Unknown
C2HYD9CV-QMWI-JEG1-UHFK-CLGM5LH463OQ,109,Yes
EOZ5WWJR-JH9D-PLMD-4FCY-1XKY8IQIRXGI,101,Yes
VHLOXULV-EVNH-L4NG-EI6M-53GI8DLXB8UL,153,Yes
7G72YDYY-7MQ1-Q8YK-XXNG-T7C5XN3FH8H9,79,Yes
91APS24K-4JMF-BAE0-MZSM-UKA1NFPY23AS,105,No
UMFWNDRW-1GQS-IZ8R-PJ0N-HPEQSE3IGRCZ,147,Unknown
M1FEI43L-S8YG-WCUC-E0ZG-F0YQVUOODNIJ,91,Yes
QK9DKI2Q-4UYX-ZUVS-F6GE-XWT1DYL734CM,146,No
1V5NIUJP-W0CT-O1G4-6FTP-5H9E6NR56PP0,91,No
VSCR0LHG-VO8L-CQIO-XJVD-BW5VPNBYM0JT,0,Yes
ASFTLTY7-IZ4B-CJLK-CXJG-4NRKRVEL5LO9,108,No
V6IMP3KG-QNWJ-BC14-ZE7I-KJ2PN0QBMU14,113,No
LXPZGNYS-QXP3-BJ45-PO1V-FDMGHAJETN7X,121,Yes
K5JZKRGS-UN6D-BCLC-XSCG-K8JGIMC64SNI,93,No
A85G83DY-5N7J-6J0Y-SDQT-HA7VS99N9I1X,81,Yes
S3904S14-MC3I-COPS-GICU-CB8PAGSPA5U8,90,Yes
SPBE5DIK-Y4R2-JFDQ-KYFS-55YMZFCLTBBX,133,Yes
2ZF79XFA-6ZHS-DGTZ-F018-3VCU0JF9T3CQ,108,No
A16GY2VX-HBMV-L4O5-YOVP-2VSZ8XNA2CVW,97,Yes
THL5JN1K-6UQW-RLGJ-A9PN-36TQOUMTABK6,108,No
Y8PVQNYX-GFV7-QG3O-36O0-2JYG1FTFO2CB,158,No
I8SKXIW1-C65P-061G-QQWF-IFFQU9GUHAL7,138,Yes
Z9UBFY4W-7R2B-BSNM-BJ51-6DM57MDG9JCV,118,No
BJYDHK3J-VI43-7ERZ-UNH8-KEAQH65840HU,105,Yes
0CGRQX95-0RUV-BHH9-A4MY-Q8HAVDZPC0GI,19,Unknown
SOVVFZG6-5Y4U-OFTR-R2ZG-MFGADL3JSEMP,116,Yes
YXYOPIJW-JSG8-A8RZ-SIOJ-VLRIJ1AAJ8GI,93,Yes
IJ8EGHTT-ANKF-YVN6-0B7F-X4XE130KRF83,80,No
WTJKFMK2-60UE-BRG5-X5H9-RHHMZEQOAOII,95,Yes
2KIZOVVG-DVS1-TK30-HPP4-SP0NQ1QWWUNY,78,Yes
F6XEPU1V-D5BL-PN4O-CGQ2-KVL71ARMS8F9,87,Unknown
RHP9WWD5-WHGS-3AY8-279N-DMD9S6FCU26F,154,No
2E88XG69-A0RI-DK4O-JBHT-5N9E7G2BD5SW,92,Yes
PZ25HI8M-0BH5-S159-4DNG-58L78QADXVGS,0,Yes
BT9KX99A-JMFR-UNDB-997C-HJS0JPDDKKYP,0,Unknown
S56VP58R-IZD6-9HM7-Z8PD-JE6M4O57XNAK,0,No
EVHRJIQE-0EFM-B9KA-SGD0-MBMNT97B338J,99,No
X0UIN8K0-EJMB-R7RT-HF2T-RQ3F0KY1LN7K,44,Unknown
43DMCJIB-ZWN9-0FUU-XXKX-D90H6FT783U3,101,Yes
K1MY4W1I-TZR5-N33P-02YU-4LWPGWAFCF2V,107,Yes
NBQW4UKB-SM7Q-9C0Q-CO01-IEZ8OJXOLTQN,103,No
BY26YTLL-HXU2-27J7-WXWG-18QD57FZK9OM,98,Yes
XNFZ50VJ-I4V5-CBOY-MHDD-1ILCA3FP94Q0,95,Yes
CI7PNGIF-JDYI-LFYJ-7TO0-UWMHHXNKF5D8,105,Yes
UGZG6CBN-ABNS-RIT4-99WU-OWZEEK8BXSZ7,163,Unknown
AXRLS3IU-JTWR-UH0J-JMO8-UKI8LWOLJVFQ,0,No
R3QGTIFQ-MQU1-JWXQ-R9DT-C1F7WRWQHDFG,120,Yes
ZO0E1EI7-TP25-AXEM-JVN4-3KP1FCV4KM8O,102,Unknown
NSZ5GXL9-CXW0-BLQE-0GYL-CKFFXOPHMSZ6,146,Unknown
TJ6D7QXH-7T22-GAJJ-H73S-8LT9JAQCTDYG,52,Unknown
6TU8ISTK-8OM3-51J4-LR6W-KOOROP9ZS6D3,167,Yes
72QESGJ6-PRPO-8GFB-9TO9-1WTDWEK5891K,84,No
X2HPGLW5-S99K-LCHU-SHR7-R4HKDGWRE0NY,86,No
MLUVRCWA-8Z77-YPLJ-Q7ZM-IMFDD23C4J8N,0,Yes
M9NSND1P-HNDE-TSZO-EC63-0JNL9JSUKWSU,91,No
2M1WWKRQ-GXRB-CFGQ-UKH2-ZO1NGQ5GIIV3,101,No
NYA221V0-2KGO-N6IK-TA1A-76JVP46VA9Q6,148,No
ZCL1M3IM-OSR9-I0UW-FNBK-GJMRQ5KY5U8C,157,No
NR6D5QYH-DXWG-QAP2-XNTR-RNBXNA5F3OQE,95,No
EUEAJZ84-98T3-YHEG-BNC1-MU49CZ3KEWRE,125,No
ERBT7VY9-2K71-B2ZK-JMJG-KB5QLSO8BNPL,97,No
28ZU95C6-GT3A-N7LA-Z3ZT-RB5E9STLDCE2,65,No
9QB2XI7Z-P77G-8OOW-FOLM-EY4UQEPX3NSH,97,Yes
FPPH64R9-X66A-B3ZB-ZUO8-TQ4Q67UMMKXX,149,Yes
53ARVO10-P6MO-087W-I97X-FYSRDV0F46IE,0,No
5902LRSL-EPPP-V3WZ-K5TU-MV983VL3FRU7,86,No
92H1DZ8T-44XM-ROXE-2AH6-D8893P3F4KQ1,163,No
V4S4J827-X5U6-9G7C-CELK-Y4RS8V3OUAPN,148,No
4OKK39TP-8UTQ-A3AW-DO4Z-VHTJMXB1WVK0,98,Yes
JSYQ9M9S-P5FV-2BXA-1DQM-7XJS4PQCBBZW,134,Unknown
VUTPFGCX-OXNE-HMN9-C8CM-BXUIJBK9QUIG,128,No
4T7G9M0S-YF50-00UC-WU8N-EN0IKAC2QBTU,126,Unknown
7P82A4XA-GCRY-ZYJU-9RCK-LRR15W0BKH5H,158,Yes
0Q4I1D20-QO0U-J5PR-COQX-SXD3NQ3OU9II,130,Yes
RJ9HBGM9-7V5F-2X5Y-2JG7-FSUZ9AFQYP63,104,Yes
2FBBHVIF-O5CP-1ZJN-OM0U-314A9UARAE7G,154,Yes
7B4WDLF2-BBZF-1RFC-61M7-AP7CZ67W1GD3,93,Yes
GSUGYE2C-JY5D-DCJ9-N0NC-6ALSMR9NX0QB,88,Yes
7PVCSLUF-V27B-64GK-5FV7-59R94JIZJCKE,159,No
YFJUIRUX-VQXO-7T8R-641V-GVJQA8OED9OI,90,No
XZ9WUI3A-6QBF-HD4G-A37E-5ZCKN555OTA2,111,Yes
6GB3XOHJ-H5QX-OY4M-7QZ5-D3F7RJ2PR1NO,118,Yes
H555XH11-0X8D-J3CJ-7VNM-2QFWYJP05FYR,96,Unknown
3XKUYRON-X0E5-Z6RZ-NLAE-CTHL07XPZ6TY,0,Yes
TLIVTZBN-07YY-HRW1-O03R-B5YWOF8LN8BA,86,No
DFFAGS8Q-BKRI-TBOR-IQ43-R0DXEN2RXA3N,89,No
MGJAPBN4-LEE9-T4PG-9QW9-ZOKRWWNWB0XL,130,Yes
6OEJSSUA-5474-SKFN-FRFC-5EBSUGWLC3XP,0,No
ZRRM142D-1RA8-5ZH3-5RDS-HI3OQWMLPHHA,88,Yes
A3DH0W41-YC5A-MKTR-DQ22-HWCF65IK1R9O,0,Unknown
D7TJAN1X-XA9O-89FJ-ETK9-448620I6GNDL,157,No
AJ6EUZ6M-VW5P-6FRN-2NLY-NZYIAZM21ZFE,0,Yes
PKCF2E44-8Z1S-M74X-QHR0-WSRWWRWXHT3A,115,No
BAGSEK65-CQA5-J5OT-QQ1N-TZKDLQZJLKUX,0,Unknown
ELEXWRIM-OKMR-6LT4-8K05-5XFHZD1384B4,103,No
WOJMK3CJ-YE23-C49D-YULI-P69T4JZWBO57,131,No
KEJLBG51-8CP1-V5AJ-48QE-4NTRYOH5Y13L,168,Yes
DP93PM19-IDB8-7FWL-2Q2P-IHI2LU65TOBE,64,No
NCS6Y1FH-N9QQ-XG3S-Y9T1-XRBWRCC0ZMT5,42,Unknown
T2HI82U0-T2Q6-BWRK-PPEL-5AYSGE9WPZHM,125,Unknown
CSZ3CI6Y-UM8R-3U75-OBFC-W57QRT2WB7U4,145,No
MDMTOQXH-EP1Y-5HEQ-HQRO-WVFQ9SFKA62D,102,No
1HM8P5EM-WE5Y-V8FR-5KCW-HZAD6QJ43US1,101,Unknown
0YCQWZH1-0D0X-S220-8IL8-RUOJUYEP0LEJ,105,Yes
3AUZ6Z4C-A65E-OG7S-6YIF-3Q5M21XZH5ML,112,No
ASHPKBMI-SS1C-0TH3-YE71-QTE4J61GUFNB,0,No
I9YHFNNY-71PX-YA3N-G76U-I5XEK3ANQ9I3,75,No
6R226ONR-B5P4-ZJ0U-EFRR-PTWHZLGQTWRW,98,Yes
M7MCJD92-ERQT-JTLS-6G0F-O3643EKD4SYG,88,Yes
K7YZFIT1-67RC-58XX-CVXN-XNEVSF8JHI6Q,0,Yes
ZF2DEC9J-6HAR-GHJD-RH2F-G5PR3N3MAMSB,142,Yes
L5G3AFV0-YDL8-HT5S-SC5V-ATE4WCYYIAWU,126,No
RM2G7M94-46BG-F9VK-KUT1-GLZOOSKXGCES,0,Yes
K7YX1PVT-SVPT-NPOC-2540-SU5K6KS7DPGQ,157,No
9F593SGE-6A7Z-9EC6-UY9V-551973QYLYLX,111,No
BO6NLDFO-BRH2-T65R-8V24-RVRSH1DN0JBJ,119,No
E16PII2L-DRFT-BAZJ-D8KJ-IQ5C806S0E09,114,No
SKWNWLEW-A88T-2YR2-5M6U-HFSZTGY1VFD2,0,Yes
GWNCHC37-2UTJ-SE26-UNZO-II0LF48DAHBM,92,Yes
01G2VDYO-247F-9MQL-BUBD-529FZHT12LUC,100,Yes
0BX0A5JI-XUOZ-IVGT-87F1-DHEALGF57NSF,89,Unknown
070QGI25-EQT4-SKHD-ZYIR-SVVD3I4N017N,158,Unknown
VC2RGPO2-DLNW-GIYY-JGLU-3E54ZH3XAOK1,125,Yes
ZCRKOOXW-JHLI-I3PG-P9S8-JA7II6G9FUYJ,154,Unknown
DC37PZ9F-CBNT-6OUS-N4FS-8VW74N581EAN,0,No
EAZZ0D2J-K2BT-NL6S-AKIP-5RBZQ14CQXM4,0,Unknown
RW6XRLSY-2P4G-KP28-KAT2-8GFNXXTIW1AP,97,Unknown
2A3JXW8T-L1RJ-B3MP-T5GW-ZJ3GB9ACI2AU,137,Yes
UBJKIYOD-WBPD-PGQQ-L2SU-6Z6GBPTCXMQU,119,No
A87S2RPR-PMEC-EW8I-QQ9W-M1385M40G6RT,45,Unknown
7RWFXA7F-LL97-JNXX-RLZS-P1TCHT4ZBZKL,134,No
LJWJMP49-YBJA-22LI-GDN2-DK3898PAVFGM,107,Yes
HCT4DJZ8-8H30-06DZ-KPXP-I4J9UA777UUY,28,Unknown
PZZ44RDW-5ATZ-SCBS-JWP9-GKQX7SA1SSZN,156,Unknown
PZDT9MA0-SXCM-OYO8-GZ93-5IF2OQ7FHMCE,89,Yes
AY092C4R-ZTJN-IC8A-DXRA-CG9407GKXJ5X,0,No
P6ZF1DWB-ZJ44-2L2E-4YP2-23U1MVPQRUKB,0,No
TFVP6YYZ-7OUK-XP92-LSWB-ATHP4X4HACG0,101,Yes
00A37I48-37CP-G6QO-BG2B-970Y7BH2T40O,117,Unknown
EOEVEWIF-IXN0-RYKW-P8NH-VKJ4GHHWNRI5,0,No
HKEOHZWT-5J6A-ES06-I31L-L1H94UO7RWHK,168,No
PX8T2W7K-AYJ1-V48E-YGDM-L6TCFBJEL7NP,0,Yes
A89UZ3HV-7AV2-4JS8-ALR8-3K0PHJR03DKF,75,Yes
OCYWPH9I-WTQF-DH4J-VR87-P0YR287GUGYB,80,No
3UUYW6O1-7VCJ-MUGR-M3BX-DJZ2DPBLH5UA,0,Yes
7OAVJEKS-RO1D-3GS9-CCZG-9FVILKWUZ3AW,115,Yes
M3IALUM7-IN4G-J16N-XNI3-T9ABKCUT372R,78,No
RIWV99RX-BFHX-8QH0-9I3G-WW4V9GY5I2QU,112,Yes
HTODKRCX-XMQY-5VWB-TLEN-BZOTIGN0U5R8,93,Unknown
YX671K5L-W51L-DKT9-ABP5-9PA02X3X9D2K,95,No
ZA6GPTQ4-IKDP-WORP-79L4-AWJAAAUSMZL6,0,Yes
DUILY18S-7PTA-LLM5-55CZ-41KGDYSCHW2M,98,Yes
CRS97GSB-LEGM-SMNF-TWYD-UK13TV4JP86U,0,No
WMV3VO34-1V9I-LLT0-WDBZ-6Z5273OR23LC,148,No
ZX20ZL6Y-ALOE-CV8G-LWO4-I0WV9RBVB465,94,Yes
NQEU1HMN-MHAT-8WCJ-SQPT-PKEY74C3TNRQ,106,Yes
VJJD1PDE-LHVN-J1K0-3KSE-UA7IHD2W7HKL,163,Unknown
3LP1NF93-8MGU-942V-6R5Q-GWLMX1O76A0R,88,Yes
8G404CYY-GPHZ-V3D3-5AQC-IXEHIUFXT323,100,Yes
FB8DKUZ0-VAF1-14DN-DHSD-S4W46X8ZSLN0,101,Yes
6TF87YM0-PUY4-ZX1A-GKV3-GAZPLK3XS5D7,93,No
NOQXY75X-6SEQ-EJON-R0PE-OSQSWK675L3E,113,No
15XH9MLV-4SIB-ZSBF-GRSL-G3A2FV4ECR85,157,Yes
YZ4OCRMQ-MJVP-P2FG-3O8R-G6HA6ERKFHNU,46,Unknown
IYI80NNO-OB96-GQ49-EPT3-OLMMKK45GUEA,101,Yes
W3M6BF1V-HCFF-2UON-19TD-66QORAEX5789,85,Yes
OI9JPGBG-A7X9-G5Q4-OLWE-OTPZFSPE4A3S,105,Yes
0P1HBLAY-U5EI-40EJ-M83U-4TLBPSQ4EB58,54,Unknown
B9MMRDB1-O5OG-1THK-N4M3-559JPGUSQIWL,0,Yes
6B1KZOBW-EMFT-0EUJ-BFV7-6CJWJX7DQUVJ,113,No
CTSXWC8W-VI53-METJ-MFJW-7JGNW1RD0XQO,90,Yes
I4GXCT8H-UXB3-IV9G-WARN-2TZZBAULUS7B,0,No
USWIIRFA-6QHP-ELDD-AYS8-UZY52E4Q527Z,38,Unknown
M6WMFD9P-HU49-DIDP-MGZ8-D1T9OGLO0M36,80,No
D53PJSMX-JNIK-19OF-7236-L6BDZ26ML31M,133,No
VGAG324E-LO09-7KOR-UBXD-AIX39POITQ55,0,Yes
Y4N3ARCN-OFRZ-SF2T-PTFC-GW2K0MXNL1V5,0,Unknown
BJ7H6QFW-7IK9-C7PW-HEWO-DEQA5UDL9NF4,97,Yes
Y6BNINIX-MOHS-Z2N4-RN9F-4BYC0UFUGKUN,100,No
3IKL58H6-BQY9-95RO-DNOW-L21IHOSYBFEE,108,Yes
BGIA9NRC-SDJJ-Q0Q6-9M0U-79ROQVHV76RY,110,No
27T0XB3N-W4JD-GKJV-TB8Z-VMT9KERBYP5L,0,No
JONAAJ7S-BT7O-4OX3-NEB4-KWOHGMFPQCFD,132,Yes
415U39YK-Z41D-GHVO-1GV3-Y0X56NBTPP8P,164,No
JAP1EU68-GUIB-MHOP-7T7Y-IE1EZCVO0V54,80,No
AG0GSFYQ-VLQ9-Z2CW-EC7D-A3GLXZ6VKADQ,95,Yes
MQWGSUVX-GHDE-H95Y-198S-O3AMHAZNJRC2,122,No
O4UCGH05-OSQD-2RUO-TK05-2SL71E8EFOBE,166,No
Y2DYHE37-D80T-A3D3-T7UX-XUDAN7PZ61AU,99,Yes
H6CZX7TE-Z5MR-SBVF-A0NV-YBIM4S3H9VF4,51,Unknown
5O1WBW7E-X5AI-2NPW-O3G4-4DULZDKSQFGQ,94,Yes
8SVTFMKT-OLP1-R8WA-BJIP-558Q9QNYLH2R,154,Yes
75K65VJV-TKQT-EPKF-U2EX-8X4I51FASRVY,111,No
73CJVG35-OT7S-88MZ-BOT1-4EHY5Z6HEFMK,133,No
DQGOK7E8-76ON-XKFV-JR4X-1HF59J17IOZE,0,No
GSOCN8O2-6P9V-KZO4-T0GP-MGWOZFS3HZZ8,0,No
GCXLY0HL-BLAO-DWV0-1CBR-XQRBPB7WRQ2U,147,Unknown
C08M2LBE-WWSC-AO5S-UZPQ-NELCNDIT0T9V,160,No
9G1Y597H-04VI-Y981-NFTD-AGV1PRLAAL5V,0,Yes
FYCPT22V-FEOY-URPF-YXQ2-WFR35Y37IRLS,0,No
21AETQFT-8V39-7HXO-YSU3-HJ6LBAI56DG7,0,Unknown
DFV04H9X-ORJD-WCM5-VAPN-7JX2Z09Z9OPB,122,Unknown
BVC02KLJ-JTP8-EBHP-9CR0-VN4XX9XH8BWJ,117,Yes
TCA2P4DG-IZGW-1HRJ-SU6A-C6UZ1OMS81C8,0,No
WPRJEC3V-SZBR-Q67W-ATZS-E0PZUYG9FB4W,89,Unknown
0LB6S1S7-8O3Z-DS0Y-UQED-0ITSTBOYQ460,127,No
SOMNIOOD-T090-F3S9-VS0Q-EB2ZRJ8OFT9J,92,Unknown
PGHWQFPF-D9I6-EZEW-5OC5-MBIOV0FM1IOZ,0,Unknown
UMTNAAGB-960P-4ENI-MFRJ-1L2VEE6D2JX4,0,Yes
CHB4JMZK-Y488-3IR3-S0NZ-K4WLIG3K7EB3,112,Yes
D1GK7AWV-O71H-7UA8-3WHR-TKS24BENCXT8,83,Yes
ASPN030Y-I5CV-7EFT-F236-35WWF3N43GIQ,96,Yes
9MFV86AV-K1VM-1N6R-7G0N-IOXPNPFWT3XH,0,Unknown
5B0EHSGK-0MX3-3G4F-IIC6-28TLXB6K69OB,158,Yes
GOEBX4ZY-5KMD-M4Y2-4QF4-0XJU5AC10O9U,66,No
DO6HZOGM-7PM2-BJMC-SG9V-ILOTRHNTTTB7,99,No
MIXV1DLJ-X45G-W2XE-O11V-HTD9VAQXRQ8D,98,Yes
A2NWJHX4-ACSG-Q6UV-0JZM-DHQVADOR49NJ,46,Unknown
YVUFAACV-O0KA-S4T2-QLWJ-MX8WR4VPOOXG,74,No
FPVIVV3W-FT3D-EJZB-52NT-DKN6P01SP4LU,0,No
JX3Y8BET-7YQI-4BYB-X60W-VOK8VXEZXHUU,89,Yes
CRF19UAZ-WGNP-4NSE-7FCL-ZAVZHM639XMO,119,Unknown
8SP72R5K-8GNO-6S2G-PMRW-HPX283Q1DWDN,131,No
X9YUBJ3B-RG37-80MI-308G-4B5TP3037AXA,163,Yes
T4FLNDL4-X687-N2OM-IVCB-T9EG88O67LK7,0,No
TWCKOALO-1CGZ-UVMK-HU4O-EWES8UELWUL6,0,Yes
12H83NHW-0IEF-YY4Y-YW6R-LCSEFC02X4S0,131,Yes
D8JKEA0G-JPUA-CUGV-J2WC-P79A3NLLT1KX,152,Yes
C5AB6HA8-52LH-1N6S-55V8-73CW086EG925,139,No
1TVKR4D8-072Q-G418-3WX0-0FSK7KP6NH7J,114,Yes
WGQIAI93-FVWX-2BOK-P6IX-8A2CNA4RQV3L,155,Yes
H5XIWIR2-NX9K-IE6F-Z6FP-BBO06IF4OUZ6,94,Yes
V30C24NP-0U0S-ZVHC-CKEH-85MMCKKGY244,106,Yes
Q2J7ORJ7-EXLG-IV0M-2BPG-DFEGA3VVCHA4,0,No
XM7Q6L4D-90MY-4H7Z-LCRG-XSGAO4WKDGO7,0,Yes
20SNXZQX-DXR7-PICD-CKVF-LT7TW8GGB929,0,No
26UWUAQM-YY99-2L9K-99LE-84VUTC1GJGPO,90,No
JJUFVN0H-SLOF-3Z3N-BVHC-366D93RQ23U4,0,No
JMJGB0GO-OT0L-ABYP-XKMC-NOFTFN5MRHED,131,No
OZRFBSJB-K1QV-HR67-0TKU-2T1X9FFHAMX2,97,Yes
2FT84SFA-6T1D-ZQZ2-138X-HNTXYR8UQKXJ,110,Yes
HSYU8M24-F098-47VT-GINV-262EHT9RDDHF,137,No
286TYHQL-VZFN-TQTB-37K6-RH58QKHGAR1Z,158,No
T547R3P2-8ICL-UN0B-9FG9-F33JXE3DWNO3,0,Yes
OBULENQY-SYYD-4F5X-9H8W-2TIDT7OYIN4J,125,Unknown
X4UC5TGF-GSDS-SF1F-36KH-ZMNTQJRQRIV4,127,Yes
SEEE1RZJ-IOG9-VH5P-MTC9-ALICHTDXO9A2,0,Yes
2NB6V2Q3-XRPH-114C-U07W-ZT6CILJ4K8ZD,0,Yes
84F4Q14H-56WL-0HF4-2YK5-SM4ANCY2CZZV,132,No
U4TXNX2H-X3AN-6NZP-TE6Q-6F0VLW04FAXY,95,Yes
IDC0VLJU-VFIU-FW4U-1J1Y-HBN4QEBKR81G,118,Yes
0Q1VQ16Q-Y27J-YXIV-07VR-1BLAC8SU0GK2,0,Yes
KO9KJS35-2AR5-370X-5Y1N-ZMB69I7K2XCA,74,No
SYXWAK2C-OSGY-5EFK-VKO5-IO3HYR61IGQO,71,Yes
IO1DTIKE-O5EW-P0JU-SO9O-U8VRETWJMX3G,91,No
W7LDQ3WN-QA5Z-ZAT1-NHBB-J1N9QUPW5FAV,85,Unknown
RETZ35I8-UPIO-0S7Z-JL5H-21MNS6H11XX0,150,Unknown
CUF9J36P-1R7R-OGC5-5N2D-7NMDAPDHRXC1,145,No
ZJIRATWM-1N9A-7F1J-5IQH-SDMWXOJ6I7Y2,95,No
FPB9YL19-AWTS-XLDA-H2RT-VQXA5AX0H440,88,No
XRHEFHE6-T5AK-0A9N-X360-C7UPG2DG3GBI,97,No
FKOSLWJ6-TZTS-5AB5-00BO-JT9A3HB94808,99,Unknown
8D9CD0N9-17FT-HAJ3-PTNR-CV4QPYZA4PI2,166,No
17MVJLMP-6YIW-YH4A-V5QM-H3TVKZQKZL25,108,No
V5CFDPSO-ZG1B-SSLF-NM4P-YA51E5OFJNAU,0,No
RLGAFDFA-A781-7KUU-UCI4-70QNXSE27U92,0,No
4TZ914L5-Y46F-RPE7-CML8-7L060QWAQQ11,66,Unknown
MZADC729-PCLJ-H3D0-4T13-3PP7075PJVQB,93,No
GIRU2RA9-8GEA-1VOT-CEVS-S6GDN3JCT2RH,0,Unknown
3ORVFJBN-PQIH-HNZA-N2KT-ASZJ1VI2YZ7W,0,Unknown
O3VTHZ9A-SQRL-ZDSZ-6N8E-97ZLW9M8RTMO,156,Yes
K3MS4YEI-H0FD-J8PV-24FZ-7PKAXPROBQNG,88,Yes
SWAK8RY9-2Z53-JQ02-8FKT-VMEZYHUMEP3C,80,No
LARNC5C8-C3CM-MBC5-TAHS-NRIXM38RDXHD,131,Yes
QI8ERPPO-MK92-IA0I-QXBH-LJREBNRNNGUR,102,Unknown
96SUAHTW-6KC8-98DA-LMON-ENG4TANZJ7P8,112,No
L7NG9CW8-KOWB-MBWK-MLT2-DV2ZPWR7666A,154,No
FU3A437A-GJ4A-5SW4-0H5M-OZJ54M0UTKEP,117,Yes
HYEWPQ5N-EM6F-E0YQ-Q2JF-HXJLS4D7AQYD,111,Unknown
6KH7ZY27-Q41C-G7QJ-HI5M-LZOMEMRF7FFO,108,No
2HN6DCJY-KKCK-U2L7-8MVK-8EYD7DGTJ7RE,117,Unknown
DTHIM5PX-9H8Z-WNTM-UTOC-BVJRKNII31JO,164,Yes
